id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
115626,IRN-2008-1-459-7,2008,True,Clear,1,338,338,Iran: Government,754,754,Government of Iran - PJAK,114,114,Government of Iran,309,309,PJAK,-1,"AFP 2008-06-13 ""Iran kills two militants in border clash: report",,,,,2,Piranshahr town,highland areas of Piranshahr,West Azarbaijan province,Piranshahr county,36.694444,45.141667,POINT (45.141667 36.694444),182611,Iran,630,Middle East,1,1,06/11/2008 00:00:00,06/11/2008 00:00:00,0,2,0,0,2,2,2,
115627,IRN-2008-1-459-8,2008,True,Clear,1,338,338,Iran: Government,754,754,Government of Iran - PJAK,114,114,Government of Iran,309,309,PJAK,-1,"Reuters 2008-07-07 ""Iran kills insurgent, captures another - media",,,,,5,northwestern Iran,"country's northwest,",,,36.278963,46.775937,POINT (46.775937 36.278963),181894,Iran,630,Middle East,1,1,07/05/2008 00:00:00,07/05/2008 00:00:00,0,1,0,0,1,1,1,
115628,IRN-2008-1-459-12,2008,True,Clear,1,338,338,Iran: Government,754,754,Government of Iran - PJAK,114,114,Government of Iran,309,309,PJAK,-1,"AFP 2008-10-11 ""Four Kurdish rebels killed in Iran: report",,,,,2,Marivan town,"a village in Kordestan province in western Iran, Tijtij village near the town of Marivan",Kordestan province,Mariavan county,35.526944,46.176389,POINT (46.176389 35.526944),181173,Iran,630,Middle East,1,1,08/07/2008 00:00:00,08/07/2008 00:00:00,0,4,0,0,4,4,4,
115629,IRN-2008-1-640-3,2008,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"Reuters 2008-08-11  ""Iran Sunni rebels kill 2 hostages, abduct 3 - TV",,,,,4,Sistan and Baluchestan province,Pakistan,Sistan and Baluchestan province,,29.492400,60.866900,POINT (60.866900 29.492400),171842,Iran,630,Middle East,1,5,06/12/2008 00:00:00,08/11/2008 00:00:00,4,0,0,0,4,4,4,
115634,IRN-2008-1-640-4,2008,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"AFP 2008-09-19 ""Iran general killed in clashes with rebels: report",,,,,1,Nosratabad village,"Nosratabad area northwest of the provincial capital Zahedan, Sistan-Baluchestan province",Sistan and Baluchestan province,Zahedan county,29.900000,59.983333,POINT (59.983333 29.900000),172560,Iran,630,Middle East,1,2,09/15/2008 00:00:00,09/18/2008 00:00:00,4,2,0,0,6,6,6,
115637,IRN-1999-1-246-2,1999,True,Clear,1,338,338,Iran: Government,753,753,Government of Iran - MEK,114,114,Government of Iran,308,308,MEK,-1,r 10/4,,,,,1,Tehran city,"Tehran, Iran, north Tehran",Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,04/10/1999 00:00:00,04/10/1999 00:00:00,1,0,0,0,1,1,1,
115639,IRN-2008-1-640-9,2008,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,1,"""BBC Monitoring Middle East,2008-12-08,Iran MP says some members of ""terrorist groups"" arrested, killed""",BBC Monitoring Middle East,2008-12-08,"Iran MP says some members of ""terrorist groups"" arrested, killed","Kazem Jalali, rapporteur of the Majlis National Security and Foreign Policy Committee",4,Sistan and Baluchestan province,"assumed to have taken place within Sistan and Baluchistan province since it is the area of operations for Jondullah, it also encompasses the entire pakistani/irani border. ",Sistan and Baluchestan province,,29.492400,60.866900,POINT (60.866900 29.492400),171842,Iran,630,Middle East,2,2,12/04/2008 00:00:00,12/08/2008 00:00:00,0,2,0,0,2,2,2,
115640,IRN-2008-1-640-10,2008,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"BBC Monitoring Middle East 2008-12-22 ""Iran police inflicts heavy damage on ""terrorist group",,,,,6,Iran,,,,32.000000,53.000000,POINT (53.000000 32.000000),176147,Iran,630,Middle East,2,5,09/22/2008 00:00:00,12/22/2008 00:00:00,0,10,0,0,10,10,10,
115641,IRN-2009-1-640-6,2009,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"Reuters, 2009-10-20, Two Iranian policemen shot dead in southeast-report",,,,police,1,Iranshahr town,"Iranshahr town, Sistan-Baluchestan province",Sistan and Baluchestan province,Iranshahr county,27.202500,60.684722,POINT (60.684722 27.202500),168962,Iran,630,Middle East,1,1,10/19/2009 00:00:00,10/19/2009 00:00:00,2,0,0,0,2,2,2,
115642,IRN-2008-1-640-6,2008,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"AFP 2008-12-04 ""Iran says rebel group killed seven policemen",,,,,4,Sistan and Baluchestan province,Pakistan,Sistan and Baluchestan province,,29.492400,60.866900,POINT (60.866900 29.492400),171842,Iran,630,Middle East,1,5,06/12/2008 00:00:00,12/04/2008 00:00:00,7,0,0,0,7,7,7,
115643,IRN-2008-1-640-11,2008,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"AFP 2008-12-29 ""Two policemen killed in Iran attack: report"" AND BBC Monitoring Middle East 2008-12-29 ""Agency reports two dead, 10 injured following attack in southeast Iran",,,,,1,Saravan town,southeastern city of Saravan,Sistan and Baluchestan province,Saravan county,27.370833,62.334167,POINT (62.334167 27.370833),168965,Iran,630,Middle East,1,1,12/29/2008 00:00:00,12/29/2008 00:00:00,2,1,0,0,3,3,3,
115644,IRN-2006-1-459-2.1,2006,True,Clear,1,338,338,Iran: Government,754,754,Government of Iran - PJAK,114,114,Government of Iran,309,309,PJAK,1,"""AINA news agency,2006-04-03,Tehran Faces Growing Kurdish Opposition""",AINA news agency,2006-04-03,Tehran Faces Growing Kurdish Opposition,PJAK,6,Iran,,,,32.000000,53.000000,POINT (53.000000 32.000000),176147,Iran,630,Middle East,2,4,03/01/2006 00:00:00,03/30/2006 00:00:00,0,0,0,0,0,7,0,
115645,IRN-2006-1-459-3,2006,True,Clear,1,338,338,Iran: Government,754,754,Government of Iran - PJAK,114,114,Government of Iran,309,309,PJAK,-1,"AFP 2006-04-19 ""Iran police kill two Kurd rebels",,,,,4,West Azarbaijan province,ran's West Azerbaijan province,West Azarbaijan province,,37.552800,45.075900,POINT (45.075900 37.552800),184051,Iran,630,Middle East,1,1,04/19/2006 00:00:00,04/19/2006 00:00:00,0,2,0,0,2,2,2,
115646,IRN-2006-1-459-4,2006,True,Clear,1,338,338,Iran: Government,754,754,Government of Iran - PJAK,114,114,Government of Iran,309,309,PJAK,1,"""Reuters News,2006-05-02,UPDATE 1-Iraq says Iran breached border twice in April""",Reuters News,2006-05-02,UPDATE 1-Iraq says Iran breached border twice in April,PKK,5,Iran/Iraq border,,,,34.102554,45.508912,POINT (45.508912 34.102554),179012,Iran,630,Middle East,1,1,05/01/2006 00:00:00,05/01/2006 00:00:00,0,0,0,0,0,5,0,
115654,IRN-2006-1-459-7,2006,True,Clear,1,338,338,Iran: Government,754,754,Government of Iran - PJAK,114,114,Government of Iran,309,309,PJAK,-1,"BBC Monitoring Middle East 2006-05-06 ""Kurdish TV reports 10 Iranian soldiers killed in clashes"" AND Janes Volume 18 number 08",,,,Kurdish TV,4,West Azarbaijan province,Sine's Kameran) District in eastern Kurdistan,West Azarbaijan province,,37.552800,45.075900,POINT (45.075900 37.552800),184051,Iran,630,Middle East,1,2,05/01/2006 00:00:00,05/03/2006 00:00:00,0,0,0,0,0,10,0,
115656,IRN-2006-1-640-3,2006,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"AFP 2006-04-09 ""Rebels murder, shoot officials in southeastern Iran: report",,,,A report in hardline Jomhuri Eslami newspaper,4,Sistan and Baluchestan province,"Sistan-Baluchistan, southeastern Iran",Sistan and Baluchestan province,,29.492400,60.866900,POINT (60.866900 29.492400),171842,Iran,630,Middle East,1,1,04/07/2006 00:00:00,04/07/2006 00:00:00,2,0,0,0,2,2,2,
115663,IRN-2006-1-640-8,2006,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"BBC Monitoring Middle East 2006-12-18 ""Iran Interior Ministry says Baluchi opposition group behind Zahedan explosion",,,,,1,Zahedan town,near the office of the governor-general of Sistan va Baluchestan [Province,Sistan and Baluchestan province,Zahedan county,29.496389,60.862778,POINT (60.862778 29.496389),171842,Iran,630,Middle East,1,1,12/18/2006 00:00:00,12/18/2006 00:00:00,1,0,0,0,1,1,1,
115664,IRN-2007-1-640-1,2007,True,Clear,1,338,338,Iran: Government,755,755,Government of Iran - Jondullah,114,114,Government of Iran,310,310,Jondullah,-1,"Dow Jones International News 14 February 2007 ""2nd UPDATE: Iran Bomb Kills 11 Revolutionary Guards -Report"" AFP 2007-02-21 ""Death toll from Iran bomb blast rises to 13",,,,The semiofficial news agency Fars,2,Zahedan town,"Near Zahedan, the capital of Sistan-Baluchestan Province, West Azarbaijan province, southeastern Iran  a city 40 kilometres (25 miles) from the Pakistan border",Sistan and Baluchestan province,Zahedan county,29.496389,60.862778,POINT (60.862778 29.496389),171842,Iran,630,Middle East,1,1,02/14/2007 00:00:00,02/14/2007 00:00:00,13,0,0,0,13,13,13,
