id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
31280,SOM-2012-1-770-222,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 11 August 2012 ""Bomb kills two soldiers in Somalia's capital",,,,"Shabeelle Media Network website,Mogadishu, in English 0000 gmt 10 Aug 12",1,Mogadishu city,Mogadishu city (Suuqa-Xoolaha neighborhood),Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,08/10/2012 00:00:00,08/10/2012 00:00:00,2,0,0,0,2,2,2,
31281,SOM-2012-1-770-223,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 15 August 12 ""Seven Al-Shabab fighters said killed in southern Somalia - government official",,,,Midnimo.com website in Somali 15 Aug 12,3,Balad district,Kurshale village (near Balcad town),Middle Shabelle region,Balad district,2.350000,45.383333,POINT (45.383333 2.350000),132931,Somalia,520,Africa,1,2,08/13/2012 00:00:00,08/15/2012 00:00:00,0,7,0,0,7,7,7,
31282,SOM-2012-1-770-225,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 18 August 2012 ""Programme summary of UN backed Radio Bar-Kulan news 1600 gmt 16 Aug 12",,,,"Radio Bar-Kulan, Nairobi, in Somali 1600 gmt 16 Aug 12",3,Hudur district,Xuddur district,Bakool region,Hudur district,4.116667,43.900000,POINT (43.900000 4.116667),135808,Somalia,520,Africa,1,2,08/14/2012 00:00:00,08/16/2012 00:00:00,0,4,0,0,4,4,4,
31283,SOM-2012-1-770-226,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 19 August 2012 ""Airstrikes target southwestern Somalia towns",,,,Midnimo.com website in Somali 18 Aug 12,1,Taraka locality,Tarak village,Gedo region,Bardera district,2.266940,41.851620,POINT (41.851620 2.266940),132924,Somalia,520,Africa,1,2,08/16/2012 00:00:00,08/18/2012 00:00:00,0,3,0,0,3,3,3,
31284,SOM-2012-1-770-227,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 19 August 2012 ""Airstrikes target southwestern Somalia towns",,,,Midnimo.com website in Somali 18 Aug 12,1,Jungal village,Jungal village (north of Mogadishu),Gedo region,Bardera district,2.374300,42.076850,POINT (42.076850 2.374300),132925,Somalia,520,Africa,1,2,08/16/2012 00:00:00,08/18/2012 00:00:00,0,2,0,0,2,2,2,
31285,SOM-2012-1-770-228,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 19 August 2012 ""Airstrikes target southwestern Somalia towns",,,,Midnimo.com website in Somali 18 Aug 12,3,Bardera district,Dhego Laab village,Gedo region,Bardera district,2.338564,42.285637,POINT (42.285637 2.338564),132925,Somalia,520,Africa,1,2,08/16/2012 00:00:00,08/18/2012 00:00:00,0,2,0,0,2,2,2,
31286,SOM-2012-1-770-229,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 23 August 2012 ""Al-Shabab beheads two civilians in southwestern Somalia",,,,"Radio Bar-Kulan, Nairobi, in Somali 1600 gmt 22 Aug 12",4,Bakool region,Berdaale & Awdiine districts (between),Bakool region,,4.000000,44.000000,POINT (44.000000 4.000000),135809,Somalia,520,Africa,1,2,08/20/2012 00:00:00,08/22/2012 00:00:00,0,0,2,0,2,2,2,
31288,SOM-2012-1-770-230,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 24 August 2012 ""Al-Shabab bases in southern Somalia region targeted with airstrikes",,,,"Shabeelle Media Network website, Mogadishu, in Somali 24 Aug 12",1,Bardera town,Baardhere town,Gedo region,Bardera district,2.338564,42.285637,POINT (42.285637 2.338564),132925,Somalia,520,Africa,1,2,08/22/2012 00:00:00,08/24/2012 00:00:00,0,18,0,0,18,18,18,
31290,SOM-2012-1-770-232,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 30 August 2012 ""Kenya: AU troops kill 42 Al-Shabab militants in southern Somalia",,,,"Daily Nation website, Nairobi, in English 30 Aug 12",3,Afmadow district,Algibah town (near Kismayo),Lower Juba region,Afmadow district,0.514381,42.073209,POINT (42.073209 0.514381),130765,Somalia,520,Africa,1,1,08/28/2012 00:00:00,08/28/2012 00:00:00,0,42,0,0,42,42,42,
31291,SOM-2012-1-770-233,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 30 August 2012 ""Somali and Kenyan Forces Battle Al Shabaab for the Coveted Kismayo",,,,,2,Garbahare town,Birta-dheer locality (18km south of Garbaharey),Gedo region,Garbahare district,3.316272,42.220853,POINT (42.220853 3.316272),134365,Somalia,520,Africa,1,1,08/29/2012 00:00:00,08/29/2012 00:00:00,0,16,0,0,16,16,16,
31292,SOM-2012-1-770-235,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 31 August 2012 ""Allied forces, Al-Shabab said sustain heavy losses in fight for Somali port town",,,,Somali Puntlandpost website in Somali 31 Aug 12,3,Afmadow district,aglibax locality (caglibax),Lower Juba region,Afmadow district,0.514381,42.073209,POINT (42.073209 0.514381),130765,Somalia,520,Africa,1,1,08/30/2012 00:00:00,08/30/2012 00:00:00,0,0,0,10,10,10,10,
31293,SOM-2012-1-770-242,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 3 September 2012 ""Two KDF Soldiers Die, Three Rescued",,,,,1,Badhadhe town,Badhade locality,Lower Juba region,Badhadhe district,-1.035370,41.500469,POINT (41.500469 -1.035370),127884,Somalia,520,Africa,1,2,08/30/2012 00:00:00,09/01/2012 00:00:00,7,0,0,0,7,7,7,
31294,SOM-2012-1-770-236,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 31 August 2012 ""Allied forces, Al-Shabab said sustain heavy losses in fight for Somali port town",,,,Somali Puntlandpost website in Somali 31 Aug 12,1,Hosingow village,Hosingow locality,Lower Juba region,Afmadow district,-0.166667,41.266667,POINT (41.266667 -0.166667),129323,Somalia,520,Africa,1,1,08/30/2012 00:00:00,08/30/2012 00:00:00,0,0,0,10,10,10,10,
31295,SOM-2012-1-770-237,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 31 August 2012 ""Allied forces, Al-Shabab said sustain heavy losses in fight for Somali port town",,,,Somali Puntlandpost website in Somali 31 Aug 12,3,Kismayo district,Cabda Biroole locality,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,08/30/2012 00:00:00,08/30/2012 00:00:00,0,0,0,10,10,10,10,
31296,SOM-2012-1-770-238,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 31 August 2012 ""Allied forces, Al-Shabab said sustain heavy losses in fight for Somali port town",,,,Somali Puntlandpost website in Somali 31 Aug 12,2,Garbahare town,Birta-dheer locality (18km south of Garbaharey),Gedo region,Garbahare district,3.316272,42.220853,POINT (42.220853 3.316272),134365,Somalia,520,Africa,1,1,08/30/2012 00:00:00,08/30/2012 00:00:00,0,0,0,10,10,10,10,
31297,SOM-2012-1-770-239,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 1 September 2012 ""Fighting erupts in Beled Weyne",,,,Midnimo.com website in Somali 1 Sep 12,1,Belet Weyne town,Beled Weyne town,Hiran region,Belet Weyne district,4.735833,45.203611,POINT (45.203611 4.735833),136531,Somalia,520,Africa,1,1,09/01/2012 00:00:00,09/01/2012 00:00:00,0,0,0,4,4,4,4,
31298,SOM-2012-1-770-240,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 2 September 2012 ""Amisom Starts Kismayu Assault""  //  BBC Monitoring Africa 2 September 2012 ""Kenyan governments says found three missing soldiers in southern Somalia""  // BBC Monitoring Africa 3 September 2012 ""Kenya: Residents flee southern Somalia town over fears of clashes"" // All Africa 3 September 2012 ""Two KDF Soldiers Die, Three Rescued""  // BBC Monitoring Africa 7 September 2012 ""Five Kenyan soldiers killed in war against Al-Shabab",,,,"Jowhar website, Mogadishu, in Somali 2 Sep 12  // Daily Nation website, Nairobi, in English 3 Sep 12  //  Daily Nation website, Nairobi, in English 6 Sep 12",1,Miido town,Miido town,Lower Juba region,Afmadow district,0.308640,42.150082,POINT (42.150082 0.308640),130045,Somalia,520,Africa,1,1,08/31/2012 00:00:00,08/31/2012 00:00:00,2,36,0,5,43,43,43,
31299,SOM-2012-1-770-24,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Reuters 19 Jan 2012 ""Bomb blast kills six in Somali capital",,,,,1,Mogadishu city,Mogadishu city (Wadajir),Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,01/19/2012 00:00:00,01/19/2012 00:00:00,2,0,0,4,6,6,6,
31300,SOM-2012-1-770-241,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 2 September 2012 ""Amisom Starts Kismayu Assault",,,,,1,Kismayo town,Kismayo town,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,09/01/2012 00:00:00,09/01/2012 00:00:00,0,24,0,0,24,24,24,
31301,SOM-2012-1-770-246,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 5 September 2012 ""Two killed as government forces, Al-Shabab clash in southwestern Somalia",,,,"Jowhar website, Mogadishu, in Somali on 5 Sep 12",1,Garbahare town,Garbaharray town,Gedo region,Garbahare district,3.316272,42.220853,POINT (42.220853 3.316272),134365,Somalia,520,Africa,1,1,09/05/2012 00:00:00,09/05/2012 00:00:00,0,0,0,2,2,2,2,
31302,SOM-2012-1-770-255,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 15 September 2012 ""Ten killed in southern Somalia ""fierce"" fighting",,,,Garoweonline.com in Somali 15 Sep 12,3,Afmadow district,Bibi (south of Afmadhow),Lower Juba region,Afmadow district,0.514381,42.073209,POINT (42.073209 0.514381),130765,Somalia,520,Africa,1,2,09/13/2012 00:00:00,09/15/2012 00:00:00,0,0,0,10,10,10,10,
31305,SOM-2012-1-770-25,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 20 Jan 2012 ""Programme Summary of UN backed Radio Bar-Kulan news 1600 gmt 18 Jan 12",,,,"Radio Bar-Kulan, Nairobi, in Somali 1600 gmt 19 Jan 12",4,Lower Juba region,Tabta locality,Lower Juba region,,0.000000,42.000000,POINT (42.000000 0.000000),130045,Somalia,520,Africa,1,1,01/18/2012 00:00:00,01/18/2012 00:00:00,0,5,0,0,5,5,5,
31306,SOM-2012-1-770-250,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 11 September 2012 ""African Union troops kill over 100 Somali Islamists - Kenya paper",,,,"The Star, Nairobi, in English 11 Sep 12",1,Miido town,Miido town,Lower Juba region,Afmadow district,0.308640,42.150082,POINT (42.150082 0.308640),130045,Somalia,520,Africa,2,2,09/08/2012 00:00:00,09/09/2012 00:00:00,0,100,0,0,100,100,100,
31307,SOM-2012-1-770-252,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 12 September 2012 ""Kenyan forces in Somalia kill over 50 suspected militants",,,,"Daily Nation website, Nairobi, in English 12 Sep 12",3,Afmadow district,Harbole town (30km south of Afrmadow),Lower Juba region,Afmadow district,0.514381,42.073209,POINT (42.073209 0.514381),130765,Somalia,520,Africa,1,1,09/11/2012 00:00:00,09/11/2012 00:00:00,1,50,0,0,51,51,51,
31308,SOM-2012-1-770-254,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Reuters 12 September 2012 ""UPDATE 3-Two days into job, Somali president survives attacks",,,,,1,Mogadishu city,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,09/12/2012 00:00:00,09/12/2012 00:00:00,5,1,2,3,11,11,11,
31309,SOM-2012-1-770-253,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 12 September 2012 ""Four killed as Somali forces, Al-Shabab clash in southern Somalia",,,,"Radio Gaalkacyo, Gaalkacyo, in Somali 1015 gmt 12 Sep 12",3,Afmadow district,Afmadow district,Lower Juba region,Afmadow district,0.514381,42.073209,POINT (42.073209 0.514381),130765,Somalia,520,Africa,1,2,09/10/2012 00:00:00,09/12/2012 00:00:00,4,0,0,0,4,4,4,
31310,SOM-2012-1-770-256,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 17 September 2012 ""Thirty killed in southern Somalia fighting",,,,"Radio Bar-Kulan website, Nairobi, in Somali1553 gmt 16 Sep 12",3,Kismayo district,Qalawila (65 km west of Kismayo),Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,2,09/14/2012 00:00:00,09/16/2012 00:00:00,0,0,0,30,30,30,30,
31311,SOM-2012-1-770-257,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 20 September 2012 ""Heavy Shelling in Mogadishu Kills One, Injures 10",,,,,1,Mogadishu city,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,09/19/2012 00:00:00,09/19/2012 00:00:00,0,0,0,1,1,1,1,
31312,SOM-2012-1-770-258,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Reuters 20 September 2012 ""UPDATE 3-Suicide bombers kill 15 in Somali capital""  // BBC Monitoring Africa 21 September 2012 ""Somali President condemns Mogadishu restaurant blast""  // BBC Monitoring Africa 22 September 2012 ""Programme summary of Somalia's Radio Shabeelle news 0500 gmt 22 Sep 12",,,,"police  //  Midnimo.com website in Somali 21 Sep 12  //  Radio Shabeelle, Mogadishu in Somali 0500 gmt 22 Sep 12",1,Mogadishu city,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,09/20/2012 00:00:00,09/20/2012 00:00:00,2,2,3,15,22,22,22,
31313,SOM-2012-1-770-259,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 21 September 2012 ""Programme summary of Somalia's Radio Gaalkacyo news 1015 gmt 20 Sep 12""  // All Africa 21 September 2012 ""19 Killed in Suicide Bombings and Mortar Attacks in Mogadishu",,,,"Radio Gaalkacyo, Gaalkacyo, in Somali 1015 gmt 20 Sep 12",1,Mogadishu city,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,09/19/2012 00:00:00,09/19/2012 00:00:00,0,0,1,4,5,5,5,
31314,SOM-2012-1-770-260,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 22 September 2012 ""Seven Al-Shabab fighters killed in southern Somalia aerial attack",,,,"Radio Bar-Kulan website, Nairobi, in Somali 1443 gmt 22 Sep 12",3,Kismayo district,Buulo Gaduud (30 km north of Kismaayo),Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,09/22/2012 00:00:00,09/22/2012 00:00:00,0,7,0,0,7,7,7,
31315,SOM-2012-1-770-262,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 24 September 2012 ""At least 200 Somali Islamists surrender to AU forces - Ugandan paper",,,,"Daily Monitor website, Kampala, in English 24 Sep 12",3,Jowhar district,Garsale town (near Jowhar),Middle Shabelle region,Jowhar district,2.766667,45.516667,POINT (45.516667 2.766667),133652,Somalia,520,Africa,1,1,09/21/2012 00:00:00,09/21/2012 00:00:00,0,8,0,0,8,8,8,
31316,SOM-2012-1-770-28,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Reuters 22 Jan 2012 ""UPDATE 1-Heavy fighting in Somali capital kills 9",,,,,1,Mogadishu city,Mogadishu city (ex-control),Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,2,2,01/20/2012 00:00:00,01/21/2012 00:00:00,0,0,1,8,9,9,9,
31319,SOM-2012-1-770-264,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 25 September 2012 ""Al-Shabab ambush allied forces' base in southern Somalia",,,,"Shabeelle Media Network website, Mogadishu, in Somali 24 Sep 12",2,Garbahare town,Birta-dheer locality (18km south of Garbaharey),Gedo region,Garbahare district,3.316272,42.220853,POINT (42.220853 3.316272),134365,Somalia,520,Africa,1,1,09/24/2012 00:00:00,09/24/2012 00:00:00,0,2,0,0,2,2,2,
31320,SOM-2012-1-770-265,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 26 September 2012 ""Programme summary of Somalia's Radio Gaalkacyo news 1015 gmt 26 Sept 12",,,,"Radio Gaalkacyo, Gaalkacyo, in Somali 1015 gmt 26 Sep 12",1,Kismayo town,Kismayo town,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,2,09/24/2012 00:00:00,09/26/2012 00:00:00,0,0,0,1,1,1,1,
31321,SOM-2012-1-770-266,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 28 September 2012 ""AU forces battle al shabaab near Kismayo",,,,,1,Kismayo town,Kismayo town (suburbs),Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,09/28/2012 00:00:00,09/28/2012 00:00:00,0,0,0,10,10,10,10,
31322,SOM-2012-1-770-268,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 29 September 2012 ""Kenyan warplanes bomb southwestern Somali town",,,,"Jowhar website, Mogadishu, in Somali on 29 Sep 12",3,Bardera district,Bardheere district (80km from the town),Gedo region,Bardera district,2.338564,42.285637,POINT (42.285637 2.338564),132925,Somalia,520,Africa,1,2,09/27/2012 00:00:00,09/29/2012 00:00:00,0,0,0,1,1,1,1,
31324,SOM-2012-1-770-271,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 30 September 2012 ""Gunmen Assassinate Govt Official in Baidoa",,,,,1,Baidoa town,Baidoa town,Bay region,Baidoa district,3.116667,43.650000,POINT (43.650000 3.116667),134368,Somalia,520,Africa,1,1,09/30/2012 00:00:00,09/30/2012 00:00:00,1,0,0,0,1,1,1,
31325,SOM-2012-1-770-272,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 30 September 2012 ""16 Killed As Heavy Fighting Flares Up Near Kismayo",,,,,1,Kismayo town,Kismayo town,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,09/30/2012 00:00:00,09/30/2012 00:00:00,0,0,0,16,16,16,16,
31326,SOM-2012-1-770-273,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 3 October 2012 ""Government forces kill Al-Shabab fighters in southern Somalia",,,,"Shabeelle Media Network website, Mogadishu, in Somali 3 Oct 12",3,Bardera district,Baardhere district,Gedo region,Bardera district,2.338564,42.285637,POINT (42.285637 2.338564),132925,Somalia,520,Africa,1,1,10/03/2012 00:00:00,10/03/2012 00:00:00,0,2,0,0,2,2,2,
31327,SOM-2012-1-770-274,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 3 October 2012 ""Peaceful Situation in Port City of Kismayu",,,,,1,Kismayo town,Kismayo town,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,10/02/2012 00:00:00,10/02/2012 00:00:00,0,0,2,0,2,2,2,
31328,SOM-2012-1-770-275,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 5 October 2012 ""Somali, Kenyan Forces Kill Five in Kismayo",,,,,1,Kismayo town,Kismayo town,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,10/04/2012 00:00:00,10/04/2012 00:00:00,0,0,0,5,5,5,5,
31329,SOM-2012-1-770-276,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 5 October 2012 ""Programme summary of Somalia's Radio Gaalkacyo news 1015 gmt 5 oct 12",,,,"Radio Gaalkacyo, Gaalkacyo, in Somali 1015 gmt 5 Oct 12",3,Garbahare district,Garbahaarey district,Gedo region,Garbahare district,3.220000,42.300000,POINT (42.300000 3.220000),134365,Somalia,520,Africa,1,2,10/03/2012 00:00:00,10/05/2012 00:00:00,0,0,0,4,4,4,4,
31330,SOM-2012-1-770-277,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 8 October 2012 ""Militant Attack On Govt Forces in Mogadishu Kills Four",,,,,1,Mogadishu city,Mogadishu city (Kahda neighbourhood),Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,10/07/2012 00:00:00,10/07/2012 00:00:00,0,0,0,4,4,4,4,
31332,SOM-2012-1-770-278,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 8 October 2012 ""A Powerful Suicide Blast Rocks Afgoye Town",,,,,1,Afgoye town,Afgooye town,Lower Shabelle region,Afgoye district,2.150000,45.116667,POINT (45.116667 2.150000),132931,Somalia,520,Africa,1,1,10/06/2012 00:00:00,10/06/2012 00:00:00,0,1,0,0,1,1,1,
31333,SOM-2012-1-770-279,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 8 october 2012 ""Programme summary of Somalia's Radio Gaalkacyo news 1015 gmt 8 Oct 12""  // BBC Monitoring Africa 8 October 2012 ""Four killed as government, AU troops ""clash"" with Al-Shabab in southern Kismaayo",,,,"Radio Gaalkacyo, Gaalkacyo, in Somali 1015 gmt 8 Oct 12",1,Kismayo town,Kismayo town (outskirts),Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,10/08/2012 00:00:00,10/08/2012 00:00:00,0,0,0,4,4,4,4,
31334,SOM-2012-1-770-280,2012,True,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 10 Octboer 2012 ""Programme summary of Somalia's Radio Voice of Mudug news 1130 gmt 9 Oct 12""  // BBC Monitoring Africa 10 October 2012 ""Explosion kills two in southern Somali port of Kismaayo",,,,"Radio Voice of Mudug, in Somali 1130 gmt 9 Oct 12  // Radio Voice of Mudug, in Somali 1130 gmt 9 Oct 12",1,Kismayo town,Kismayo town,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,10/09/2012 00:00:00,10/09/2012 00:00:00,0,0,0,2,2,2,2,
